Komentar,UI/UX,Functionality,Subscription & Pricing,Content Quality,Technical & Access
"Udah bayar premium setahun tp berita yg ditampilkan ga lengkap bgt, cerpen harusnya banyak malah cuma 4 doang, terus konten humaniora ilang kemana? menu jg berantakan, berita hukum muncul di ekonomi, ini ga terorganisir sama sekali, tolong diperbaiki!",,,,-1.0,
"Udah bayar premium setahun tp berita yg ditampilkan gak lengkap dan gak terstruktur, menu cerpen harusnya ratusan tapi cuma 4 doang, humaniora ilang kemana, terus berita ekonomi campur sama hukum, ini beneran gak profesional dan bikin bingung!",,,,-1.0,
"Udah bayar premium setahun tp beritanya kacau bgt, menu selalu berubah-ubah tanpa jelas, cerpen yg harusnya banyak cuma 4 doang, konten humaniora hilang, trus berita hukum muncul di menu ekonomi?? Ini bukan jurnalisme yg kredibel, tolong dibenerin sistemnya!",,,,-1.0,
"Udah bayar premium setahun tp kontennya berantakan, menu cerpen harusnya ribuan tapi cuma 4 doang, humaniora ilang kemana, terus berita ekonomi campur hukum sembarangan, organisasi konten nya kacau bgt!",,,,-1.0,
"Udah bayar premium setahun tp kontennya malah berkurang, cerpen yg harusnya lengkap jadi cuma 4 doang, humaniora hilang, terus berita ekonomi campur sama hukum?? Ini bukan update, ini malah downgrade bgt! Dimana kredibilitas organisasi berita yg katanya profesional?",,,,-1.0,
"Udah bayar premium tapi tetap dikasih iklan berlangganan, terus pas buka berita premium malah disuruh bayar lagi. Langganan Kompas cuma bikin kesel, bukan dapet berita",,,-1.0,,
"Udah bayar subscription tapi aplikasi stuck di loading, gabisa akses halaman utama sama sekali",,,,,-1.0
Udah bayar tapi akun ga teraktivasi juga. Kecewa banget sama Kompas,,,,,-1.0
"Udah bertahun-tahun jadi subscriber dan harganya totally worth it, ga nyesel sama sekali.",,,1.0,,
"Udah coba baca tp beritanya ga konsisten, fotonya malah ga cocok sama isinya bgt.",,,,-1.0,
"Udah coba buka tp beritanya sama gambarnya ga cocok, jadi bingung banget maksudnya apa.",,,,-1.0,
"Udah isi saldo 55rb tapi ga bisa aktivasi langganan, kenapa sih sistemnya error gini?",,,,,-1.0
"Udah lama pake di iPad mini, tapi tampilan di sisi kiri selalu kepotong, belum ada update untuk benerin ini.",-1.0,,,,
"Udah langganan e paper tp aplikasinya sering error pas mau download, bahkan gabisa diunduh sama sekali.",,,,,-1.0
"Udah langganan e-paper tp setiap kali mau baca harus download lagi, padahal harusnya bisa tersimpan jadi PDF aja biar ga perlu download berkali-kali dan app ga jadi lemot.. apalagi sekarang udah berat bgt pas ganti halaman e-paper nya, jadi kecewa deh.",,-1.0,,,
"Udah langganan sebelumnya, terus mau perpanjang lagi tapi sistemnya error mulu. Metode pembayaran yg sama kok ditolak, padahal pulsa udah kepotong. Tolong dibenerin dong.",,,,,-1.0
"Udah langganan setahun lebih, tapi tiba-tiba login ga bisa masuk ke e-paper. Ini udah ketiga kalinya error gini, bener2 kesel.",,,,,-1.0
"Udah langganan tahunan tapi aplikasi Kompas ga bisa dibuka di iPad Air lama saya karena minimum iOS requirement-nya iOS 14, padahal device saya cuma bisa update sampai iOS 12. Jadi sekarang ga bisa akses ePaper sama sekali, padahal saya pembaca setia. Tolong dong support iOS 12 lagi biar saya ga perlu ganti device.",,,,,-1.0
"Udah langganan tp login pake email kok susah bgt, tiba2 hilang sinyal terus ga bisa di-refresh. Udah coba uninstall-install ulang malah makin ga bisa masuk, mohon segera diperbaiki!",,,,,-1.0
"Udah login pake email tapi tetap gabisa buka berita, muncul error terus menerus. Aplikasi ini benar-benar ribet dan bikin kesel 😤",,,,,-1.0
"Udah login tapi tetep diminta bayar membership buat baca artikel? Ini ga fair banget sih, padahal udah punya akun kok masih disuruh berlangganan",,,-1.0,,
"Udah males pake app ini, mau baca berita aja harus bayar berlangganan, padahal banyak aplikasi berita lain yg gratis dan lebih sering update sih",,,-1.0,,
"Udah tiga hari berturut-turut aplikasi ini error, halaman utama ga mau load dan e-paper juga selalu bilang sedang maintenance. Berapa lama sih maintenance-nya harus?",,,,,-1.0
"Ukuran huruf di aplikasi kompas id pas banget, ga bikin mata capek dan tetap mudah dibaca",1.0,,,,
"Uninstall aja, setiap artikel langsung minta bayar. Masih banyak aplikasi berita yang gratis kok.",,,-1.0,,
"Uninstall aplikasi kompas karena banyak artikel yang harus bayar berlangganan, padahal aplikasi berita lain seperti detik sama republika bisa dibaca gratis tanpa perlu langganan.",,,-1.0,,
"Uninstall, cuma boleh baca 5 artikel terus langsung minta bayar 50rb per bulan 😤",,,-1.0,,
"Untuk akses berita berkualitas di Kompas.id memang diperlukan langganan berbayar, tapi bagi yg prefer gratis bisa pakai aplikasi berita lain yg tidak memerlukan subscription.",,,0.0,,
Untuk akses konten lengkap di kompas id memang harus bayar berlangganan,,,0.0,,
Untuk buka semua artikel di kompas id memang harus bayar berlangganan,,,0.0,,
"Update terbaru menghilangkan fitur highlight kata dan terjemahan. Ini dulunya layanan yang luar biasa untuk orang yang belajar Bahasa Indonesia, tapi sekarang tidak lagi. Tolong kembalikan seperti semula!!!",,,,,-1.0
"Update terbaru ringan dan cepat. Kerja bagus kompas. Batasan perangkat membingungkan. Akan senang kalau ada variasi konten selain berita, video, e-paper, dan artikel interaktif. Mungkin podcast dan video pendek?",,,,0.0,1.0
Videonya ga mau play sama sekali,,,,,-1.0
"Voucher langganan yg didapat dr tukar poin ternyata ga bisa dipakai, jadi percuma banget deh.",,,-1.0,,
ada diskon khusus untuk pelajar atau mahasiswa ga di paket langganannya,,,0.0,,
ada paket berlangganan mulai dari 50.000 rupiah ga,,,0.0,,
apakah ada cara berlangganan kompas id dari aplikasi iphone atau harus lewat website,,,0.0,,
apakah ada diskon khusus atau paket langganan untuk pelajar dan mahasiswa,,,0.0,,
apakah ada fitur untuk mengakses e-paper edisi sebelumnya di bagian arsip aplikasi,,0.0,,,
apakah ada kemungkinan untuk menambahkan pengaturan line spacing pada tampilan artikel,0.0,,,,
apakah ada opsi untuk mengubah skema warna tampilan beranda kompas id,0.0,,,,
apakah ada panduan untuk memperpanjang paket berlangganan kompas id,,,0.0,,
apakah ada promo khusus untuk paket langganan kompas id,,,0.0,,
apakah bisa ada fitur untuk subscribe topik atau penulis favorit secara spesifik,,0.0,,,
apakah bisa bayar langganan pakai transfer bank biasa?,,,0.0,,
apakah bisa berhenti berlangganan kompas id dari aplikasi iphone,,,0.0,,
apakah bisa berlangganan kompas id langsung dari aplikasi iphone,,,0.0,,
apakah bisa berlangganan tanpa harus pakai kartu kredit,,,0.0,,
apakah bisa berlangganan tanpa menggunakan kartu kredit,,,0.0,,
"apakah bisa ditambah metode pembayaran langganan, seperti voucher google play atau sejenisnya",,,0.0,,
apakah bisa ditambahkan metode pembayaran lain seperti voucher google play untuk proses berlangganan?,,,0.0,,
apakah bisa ditampilkan pilihan warna lain selain biru untuk tampilan beranda kompas id,0.0,,,,
apakah bisa langganan premium pake pulsa telkomsel tanpa kartu kredit,,,0.0,,
apakah bisa membatalkan langganan kompas id dari aplikasi iphone,,,0.0,,
apakah fitur text to speech bisa dijalankan di background saat membuka aplikasi lain,,0.0,,,
apakah harus bayar premium untuk bisa download e-paper nya,,,0.0,,
apakah kompas id mewajibkan berlangganan untuk bisa akses semua artikel?,,,0.0,,
apakah kompas.id punya paket khusus untuk pelajar atau mahasiswa,,,0.0,,
apakah metode pembayaran langganan hanya bisa transfer bank atau ada pilihan lain,,,0.0,,
apakah perlu berlangganan premium untuk akses semua berita?,,,0.0,,
apakah perlu berlangganan untuk mengakses semua artikel berita?,,,0.0,,
apakah perlu paket premium untuk mengunduh e-paper?,,,0.0,,
apakah semua berita harus berlangganan untuk dibaca,,,0.0,,
apakah semua berita harus dibayar untuk bisa dibaca,,,0.0,,
apakah semua berita memerlukan pembayaran untuk dibaca,,,0.0,,
apakah semua fitur kompas id hanya bisa diakses dengan berlangganan,,,0.0,,
apakah semua fitur kompas id memerlukan paket berlangganan untuk bisa diakses,,,0.0,,
apakah semua konten di kompas id memerlukan paket berlangganan untuk bisa dibaca,,,0.0,,
apakah tersedia opsi berlangganan dengan pembayaran mingguan,,,0.0,,
apakah tersedia opsi pembayaran langganan mingguan,,,0.0,,
apakah tersedia paket berlangganan yg digabung dgn layanan kompas lainnya,,,0.0,,
apakah tersedia paket bundling kompas id dengan produk kompas lainnya,,,0.0,,
apakah tersedia paket khusus langganan untuk pelajar dan mahasiswa,,,0.0,,
apakah tersedia paket langganan khusus untuk pelajar atau mahasiswa,,,0.0,,
apakah tersedia pilihan paket langganan dengan sistem pembayaran mingguan,,,0.0,,
"aplikasi kompas id setelah di-update jadi lebih lancar dan stabil, ga pernah force close lagi",,,,,1.0
"aplikasi langsung bisa diakses tanpa delay setelah pembayaran berhasil diproses, akun premium langsung aktif",,,,,1.0
"aplikasi sekarang udah bisa dibuka portrait lagi setelah komplain, responsnya cepat banget!",,,,,1.0
"aplikasi udah bisa dibuka portrait mode lagi setelah komplain, mantap tim development nya!",,,,,1.0
"aplikasinya sering error pas mau buka koran digital, padahal udah bayar subscription tp tetep ga mau jalan, ini bikin kesel bgt",,,,,-1.0
"berita kompas skrg ga seimbang, sumber yg diambil selalu dari pihak yg sama aja, kurang objektif bgt",,,,-1.0,
berita terbaik dari yang terbaik,,,,1.0,
beritanya akurat dan bahasanya standar bgt,,,,1.0,
bosan deh harus bayar langganan segala.. mending gratis aja atau bundel sama paket internet gitu sih.,,,-1.0,,
"cari berita olahraga terkini malah ketemu artikel lama dr tahun 2023, berita ga fresh bgt",,,,-1.0,
"dapat promo gratis 3 bulan dari traveloka dan benar2 worth it, fitur premium tanpa iklan sama berita berkualitas daging semua bikin langganan ini sangat hemat dan menguntungkan",,,1.0,,
"dapat promo gratis 3 bulan dari traveloka, super worth it bgt, ga ada iklan sama sekali, konten beritanya berkualitas, bisa didengarkan juga, plus akses e-paper lengkap, benar-benar harga yang sangat sebanding dengan apa yang didapat",,,1.0,,
fitur baca artikel otomatis kompas id sangat berguna saat saya lagi di perjalanan,,1.0,,,
fitur dengarkan berita super membantu saat lagi sibuk dan ga bisa fokus ke layar,,1.0,,,
"fitur kliping di aplikasi ini sangat memudahkan, ga perlu repot gunting-gunting koran kertas lagi",,1.0,,,
fitur langganan topik sangat memudahkan karena berita sesuai minat langsung muncul di halaman utama,,1.0,,,
fitur pencarian berdasarkan tanggal sangat berguna banget untuk mencari artikel lama dengan cepat,,1.0,,,
fitur pencarian dengan kategori filter-nya sangat memudahkan cari berita yang kita butuhkan,,1.0,,,
"fitur pencarian di kompas id bekerja dengan sangat baik, hasil yang ditampilkan selalu sesuai dengan yang dicari",,1.0,,,
fitur text-to-speech kompas id suaranya bagus dan pengucapannya terasa natural jadi enak didengarkan dalam waktu lama,,1.0,,,
fitur zoom e-paper kompas id bekerja dengan sangat smooth dan gambarnya tetap jernih,,1.0,,,
gimana caranya buat redeem voucher di aplikasi kompas id,,,0.0,,
gimana sih cara extend subscription kompas id nya,,,0.0,,
gimana sih caranya perpanjang paket berlangganan kompas id?,,,0.0,,
harga berlangganan kompas id termasuk murah banget dibanding kualitas konten beritanya yang premium,,,1.0,,
"harga langganan tahunan kompas id terbilang terjangkau, bisa baca berita terbaru sepanjang tahun tanpa khawatir kehabisan kuota",,,1.0,,
"kak minta bantuan dong, udah punya kode voucher kompas 1 bulan tapi ga tau cara redeem nya gimana?",,,0.0,,
"kak mohon bantu, udah dapet voucher kompas buat sebulan tapi ga tau gimana cara masukin kode vouchernya?",,,0.0,,
"kenapa aplikasi kompas saya sering error saat login??? padahal udah bayar langganan, harusnya bisa diakses dengan lancar. tolong diperbaiki admin, ini udah berulang kali terjadi 😞",,,,,-1.0
kenapa nama file nya ngeblok tulisan di belakang sih,-1.0,,,,
"konten di bagian cetak dan e-paper jarang diperbarui, meskipun udah di-refresh berkali-kali",,,,-1.0,
"konten teknologi kompas kurang update bgt, berita yg disajikan udah ketinggalan sama media lain seminggu sebelumnya",,,,-1.0,
langganan saya sudah tidak aktif sejak bulan kemarin,,,0.0,,
langganan saya sudah tidak aktif sejak sebulan yang lalu,,,0.0,,
layout halaman utama menampilkan artikel dalam format grid dua kolom,0.0,,,,
"login akun ribet bgt, padahal udah pake data buat buka aplikasi...mau baca berita aja jadi susah",,,,,-1.0
masih ragu-ragu mau langganan atau engga,,,0.0,,
masih ragu-ragu mau langganan kompas id atau tidak,,,0.0,,
mau tanya paket berlangganan mana yang paling sesuai untuk saya,,,0.0,,
mohon kompas lebih sering meliput cerita-cerita menarik dari daerah-daerah di seluruh nusantara,,,,0.0,
mohon kompas lebih sering menyertakan visualisasi data dalam artikel berita yg rumit agar lebih mudah dipahami,,,,0.0,
mohon kompas tambah lebih banyak artikel investigasi mendalam yg berbasis data,,,,0.0,
mohon perbanyak artikel pendidikan yang lebih sesuai dengan kebutuhan generasi muda,,,,0.0,
mohon tambahkan fitur untuk menyesuaikan spasi antar baris pada teks,0.0,,,,
pengen tau gimana caranya pake kode promo untuk berlangganan kompas id,,,0.0,,
pengen tau lebih detail tentang pilihan paket berlangganan yang tersedia,,,0.0,,
"salah satu alasan saya beli iPad 2017 adalah untuk membaca kompas, sangat kecewa dengan aplikasi kompas. Baru install lalu dibuka langsung tertutup sendiri. Bagaimana saya mau berlangganan kompas secara rutin. Tolong diperbaiki, ketika aplikasi lain berjalan dengan baik, ini koran nasional besar tidak bisa membuat aplikasinya berjalan baik",,,,,-1.0
"seharusnya berita ga perlu bayar biar lebih luas jangkauannya, kan tujuannya kasih info ke publik, pendapatan bisa dari iklan aja kok, tapi kalo sistem berbayar gini jadi pembaca berkurang dan app kurang populer, ya terserah sih keputusan kalian",,,-1.0,,
"semoga kompas bisa lebih mendalam dalam mengupas setiap berita, bukan hanya sekadar liputan permukaan",,,,0.0,
semoga kompas bisa lebih sering hadirin artikel investigasi yg lebih mendalami isu-isu penting,,,,0.0,
semoga kompas bisa lebih sering hadirkan cerita-cerita menarik dari daerah-daerah di seluruh nusantara,,,,0.0,
semoga kompas bisa lebih sering menampilkan artikel investigasi yang mendalam dan terverifikasi,,,,0.0,
semoga kompas bisa lebih sering menampilkan cerita-cerita positif dari seluruh nusantara,,,,0.0,
semoga kompas bisa menambah ragam perspektif dalam konten opini dan esai yang ditampilkan,,,,0.0,
semoga kompas bisa menambahkan perspektif yg lebih beragam dalam meliput setiap isu,,,,0.0,
semoga kompas bisa menyajikan lebih banyak artikel pendidikan yang sesuai dengan kebutuhan anak muda,,,,0.0,
semoga kompas lebih rutin menambah artikel sains dan teknologi terbaru,,,,0.0,
semoga kompas memastikan setiap artikel mencakup perspektif dari semua pihak yang berkepentingan,,,,0.0,
semoga kompas menambah konten video singkat yg lebih mudah dipahami,,,,0.0,
semoga kompas selalu melakukan verifikasi lengkap dari berbagai sumber sebelum menerbitkan berita,,,,0.0,
semoga kompas selalu menjaga standar akurasi dan keseimbangan dalam setiap pemberitaannya,,,,0.0,
semoga kompas terus mempertahankan akurasi dan kredibilitas dalam setiap pemberitaan,,,,0.0,
semoga kompas terus mempertahankan standar kredibilitas dan netralitas dalam setiap pemberitaannya,,,,0.0,
semoga kompas.id bisa lebih teliti lagi dalam memverifikasi sumber dan data sebelum menerbitkan berita,,,,0.0,
semoga kompas.id terus mempertahankan objektivitas dan keseimbangan dalam setiap pemberitaan,,,,0.0,
tampilan artikel di kompas id sudah mengikuti format standar koran digital,0.0,,,,
terbaik untuk mencari update berita,,,,1.0,
"terdepan dlm berita, kerja bagus.",,,,1.0,
tolong kompas hadirkan lebih banyak artikel investigasi yang terorganisir untuk topik-topik strategis,,,,0.0,
tolong kompas menambahkan lebih banyak perspektif beragam dalam meliput setiap isu penting,,,,0.0,
tolong kompas pastikan semua artikel tetap menjaga standar penulisan yang konsisten dan berkualitas,,,,0.0,
tolong kompas tambahkan liputan berita lokal dan regional lebih lengkap lagi,,,,0.0,
tolong kompas tambahkan perspektif yang lebih beragam dalam meliput setiap isu,,,,0.0,
tolong kompas tetap mempertahankan objektivitas dalam setiap pemberitaannya,,,,0.0,
"tolong kompas tingkatkan porsi artikel dengan pembahasan analitik yg lebih dalam, bukan hanya sekadar pemberitaan peristiwa saja",,,,0.0,
tolong kompas.id lebih sering menampilkan cerita-cerita inspiratif dari seluruh nusantara,,,,0.0,
tolong kompas.id tambahin infografis lebih banyak biar berita yang rumit jadi lebih gampang dipahami,,,,0.0,
"tolong kompas.id tambahkan lebih banyak artikel dengan pembahasan mendalam, bukan cuma berita kejadian aja",,,,0.0,
tolong tambahkan fitur arsip untuk mengakses e-paper edisi-edisi sebelumnya di aplikasi kompas id,,0.0,,,
tolong tambahkan fitur filter pencarian berdasarkan waktu publikasi artikel,,0.0,,,
tolong tambahkan frekuensi update berita sepak bola agar pembaca bisa mendapat informasi terkini,,,,0.0,
"tolong tambahkan lebih banyak artikel dengan penjelasan detail dan investigasi mendalam, bukan cuma berita singkat",,,,0.0,
tolong tambahkan lebih banyak artikel di rubrik sains dan teknologi agar pembaca bisa mendapat informasi terbaru,,,,0.0,
